"","X1","LowestRisk"
"74751",39470,"0"
"74761",44553,"1"
"74771",11563,"0"
"74781",12016,"0"
"74791",4637,"1"
"74801",48411,"0"
"74811",45741,"1"
"74821",42152,"0"
"74831",24730,"0"
"74841",39744,"1"
"74851",8605,"0"
"74871",45163,"1"
"74881",5707,"0"
"74891",33884,"1"
"74901",23457,"1"
"74911",56374,"1"
"74921",40773,"0"
"74931",22474,"0"
"74941",48847,"0"
"74951",50422,"0"
"74961",3731,"0"
"74971",9544,"1"
"74981",27077,"1"
"74991",28037,"0"
"75001",16247,"1"
"75011",27248,"0"
"75021",28911,"0"
"75031",52892,"0"
"75041",25242,"0"
"75061",7670,"0"
"75071",57155,"0"
"75081",31611,"1"
"75091",12371,"0"
"75101",45218,"0"
"75111",29607,"0"
"75121",27252,"0"
"75131",37281,"0"
"75141",37100,"0"
"75151",31927,"1"
"75161",39441,"0"
"75171",39881,"0"
"75181",27695,"0"
"75191",28708,"0"
"75201",40605,"1"
"75211",39907,"1"
"75221",35493,"0"
"75231",48796,"0"
"75241",29177,"1"
"75251",1314,"1"
"75261",28368,"0"
"75271",2317,"0"
"75281",35007,"1"
"75291",4865,"0"
"75301",29623,"0"
"75311",19388,"1"
"75321",56789,"0"
"75331",54916,"0"
"75341",18598,"0"
"75351",52210,"0"
"75361",6806,"0"
"75371",30519,"0"
"75381",786,"0"
"75391",14955,"0"
"75401",5822,"1"
"75411",31649,"1"
"75421",28726,"1"
"75431",25894,"1"
"75441",21191,"1"
"75451",39786,"0"
"75461",16582,"0"
"75471",46760,"1"
"75481",37290,"1"
"75491",31621,"0"
"75501",51119,"0"
"75511",58570,"1"
"75521",11522,"0"
"75531",28554,"1"
"75541",57287,"1"
"75551",24419,"0"
"75561",9719,"0"
"75571",19767,"0"
"75581",37853,"1"
"75591",20829,"1"
"75601",47744,"0"
"75611",512,"0"
"75621",58507,"0"
"75631",19076,"0"
"75641",31210,"0"
"75651",18638,"1"
"75661",53467,"1"
"75671",4950,"1"
"75681",56694,"0"
"75691",10265,"1"
"75701",33247,"0"
"75711",37183,"1"
"75721",45177,"1"
"75731",28530,"1"
"75741",30553,"0"
"75751",49482,"1"
"75761",57755,"1"
"75771",41681,"1"
"75781",35485,"1"
"75791",23037,"0"
"75801",42549,"0"
"75811",33380,"0"
"75821",40357,"0"
"75831",58455,"0"
"75841",5477,"0"
"75851",48312,"0"
"75861",40393,"1"
"75871",1565,"0"
"75881",56326,"0"
"75891",16699,"0"
"75901",15309,"0"
"75911",48769,"0"
"75921",27082,"0"
"75931",26432,"1"
"75941",7601,"0"
"75951",8029,"1"
"75961",57162,"0"
"75971",27730,"0"
"75981",51959,"0"
"75991",49635,"1"
"76001",45266,"0"
"76011",5145,"0"
"76021",40693,"0"
"76031",35873,"0"
"76041",28053,"0"
"76051",28660,"0"
"76061",29048,"1"
"76071",24649,"1"
"76081",21909,"1"
"76091",37473,"1"
"76101",57229,"0"
"76111",35723,"0"
"76121",7831,"0"
"76131",22140,"1"
"76141",28557,"0"
"76151",5138,"0"
"76161",7364,"1"
"76171",30113,"0"
"76181",37463,"0"
"76191",37013,"1"
"76201",47071,"0"
"76211",21063,"0"
"76221",30050,"1"
"76231",54377,"0"
"76241",55135,"1"
"76251",11258,"0"
"76261",18105,"1"
"76271",19651,"1"
"76281",513,"0"
"76291",25121,"0"
"76311",32465,"1"
"76321",43806,"1"
"76331",31281,"0"
"76341",52464,"1"
"76351",53064,"1"
"76361",11420,"1"
"76371",9490,"0"
"76381",2009,"1"
"76391",54185,"0"
"76401",53519,"1"
"76411",47943,"0"
"76421",21077,"0"
"76431",15587,"0"
"76451",18775,"0"
"76461",57357,"0"
"76471",52991,"0"
"76481",42166,"1"
"76491",42460,"0"
"76501",32303,"0"
"76511",27584,"1"
"76521",39824,"1"
"76531",54955,"1"
"76541",36472,"0"
"76551",36537,"1"
"76561",4292,"0"
"76571",28936,"0"
"76581",43977,"1"
"76591",19345,"0"
"76601",25108,"0"
"76611",53270,"0"
"76621",26978,"0"
"76631",57725,"0"
"76641",59044,"1"
"76651",47484,"1"
"76661",4440,"1"
"76671",16261,"1"
"76681",14975,"0"
"76691",787,"1"
"76701",12923,"0"
"76711",5061,"0"
"76721",31366,"0"
"76731",34212,"1"
"76741",31401,"1"
"76751",58770,"0"
"76761",12203,"1"
"76771",59240,"0"
"76781",2581,"1"
"76791",22255,"0"
"76801",36244,"1"
"76811",12912,"0"
"76821",48383,"0"
"76831",34708,"0"
"76841",19167,"0"
"76851",54638,"1"
"76861",55227,"1"
"76871",18779,"1"
"76881",28390,"1"
"76891",24848,"0"
"76901",59176,"0"
"76911",20851,"0"
"76921",24571,"0"
"76931",22026,"1"
"76941",33140,"1"
"76951",49110,"1"
"76961",430,"1"
"76971",52006,"1"
"76981",13254,"0"
"76991",35842,"0"
"77001",3841,"1"
"77011",51825,"1"
"77021",6961,"0"
"77031",9361,"0"
"77041",57795,"0"
"77051",46753,"1"
"77061",1453,"0"
"77071",54869,"0"
"77081",54609,"0"
"77091",57646,"0"
"77101",53124,"1"
"77121",32833,"1"
"77131",7396,"0"
"77141",12054,"0"
"77151",26040,"0"
"77161",55276,"0"
"77171",52324,"1"
"77181",8878,"0"
"77191",52619,"1"
"77201",33984,"0"
"77211",28512,"1"
"77221",13063,"1"
"77231",53691,"0"
"77241",50401,"1"
"77251",29260,"1"
"77261",12150,"1"
"77271",14768,"0"
"77281",59366,"1"
"77291",17321,"0"
"77301",45531,"0"
"77311",236,"1"
"77321",51055,"0"
"77331",51358,"1"
"77341",3343,"0"
"77351",10075,"0"
"77361",44278,"0"
"77371",53469,"0"
"77381",39134,"0"
"77401",45008,"0"
"77411",41996,"1"
"77421",570,"0"
"77431",1566,"0"
"77441",12165,"1"
"77451",28943,"1"
"77461",22900,"0"
"77471",22138,"1"
"77481",25919,"1"
"77491",13352,"0"
"77501",5926,"1"
"77511",56955,"0"
"77531",37905,"1"
"77541",38827,"1"
"77551",41806,"0"
"77561",9694,"0"
"77571",49811,"1"
"77581",40554,"0"
"77591",15680,"0"
"77601",8719,"0"
"77611",40839,"1"
"77621",40660,"1"
"77631",33027,"0"
"77641",2091,"1"
"77651",5375,"0"
"77661",33440,"1"
"77671",34526,"0"
"77681",9918,"0"
"77691",6781,"0"
"77701",11482,"0"
"77711",10960,"0"
"77721",23534,"1"
"77731",5072,"1"
"77741",41920,"0"
"77751",1950,"1"
"77761",53077,"1"
"77781",8182,"0"
"77791",57228,"1"
"77801",12104,"1"
"77811",53770,"0"
"77821",36856,"0"
"77831",42691,"0"
"77841",29253,"0"
"77851",42176,"1"
"77861",16429,"1"
"77871",21706,"0"
"77881",42329,"0"
"77891",20840,"0"
"77901",54716,"1"
"77911",24257,"0"
"77921",34659,"1"
"77931",47671,"1"
"77941",47118,"1"
"77951",47437,"0"
"77961",27480,"0"
"77971",15509,"1"
"77981",48851,"0"
"77991",783,"0"
"78001",21002,"0"
"78011",4172,"1"
"78021",23494,"1"
"78031",31409,"1"
"78041",5154,"1"
"78051",10261,"1"
"78061",12560,"1"
"78071",15595,"1"
"78081",29309,"0"
"78091",6643,"1"
"78101",2672,"0"
"78111",51222,"0"
"78121",471,"0"
"78131",8353,"0"
"78141",1270,"1"
"78151",48647,"1"
"78161",38006,"1"
"78171",3062,"0"
"78181",14462,"0"
"78191",16121,"0"
"78201",27644,"0"
"78211",38380,"0"
"78221",46731,"1"
"78231",21966,"0"
"78241",3330,"0"
"78251",47525,"0"
"78261",48646,"0"
"78271",43543,"0"
"78281",21821,"0"
"78291",440,"1"
"78301",44828,"0"
"78311",54551,"0"
"78321",20396,"1"
"78331",42283,"0"
"78341",37402,"0"
"78351",15951,"0"
"78361",49119,"0"
"78371",4550,"1"
"78381",7466,"0"
"78391",30994,"1"
"78401",43756,"0"
"78411",18253,"1"
"78421",50433,"0"
"78431",33824,"0"
"78441",11872,"0"
"78451",1743,"1"
"78461",34605,"1"
"78471",48595,"0"
"78481",563,"0"
"78491",30421,"0"
"78501",32114,"0"
"78511",50869,"1"
"78521",40774,"1"
"78531",14963,"1"
"78541",24558,"0"
"78551",33571,"0"
"78561",47581,"0"
"78571",15321,"0"
"78581",34934,"0"
"78601",55553,"0"
"78611",51295,"0"
"78621",16085,"0"
"78631",11684,"0"
"78641",36466,"0"
"78651",4709,"1"
"78661",19799,"0"
"78671",26477,"0"
"78681",8086,"0"
"78691",43133,"1"
"78701",42464,"1"
"78711",23774,"1"
"78721",22784,"1"
"78731",19072,"1"
"78741",12830,"1"
"78751",45743,"1"
"78761",385,"0"
"78771",27576,"0"
"78781",45650,"1"
"78791",49448,"0"
"78801",39521,"1"
"78811",46725,"0"
"78821",12337,"1"
"78831",36953,"0"
"78841",25096,"1"
"78851",43736,"0"
"78861",37644,"0"
"78871",13639,"0"
"78881",15075,"0"
"78891",34056,"0"
"78901",36531,"1"
"78911",23942,"1"
"78921",11058,"0"
"78931",42393,"0"
"78941",37201,"1"
"78951",58583,"1"
"78961",4721,"0"
"78971",2088,"0"
"78981",39115,"1"
"78991",53356,"0"
"79001",27358,"0"
"79011",7877,"1"
"79021",21820,"1"
"79031",40523,"1"
"79041",50568,"0"
"79051",38770,"1"
"79061",9784,"0"
"79071",12168,"1"
"79081",34953,"0"
"79091",42833,"1"
"79101",26146,"1"
"79111",47923,"0"
"79121",23005,"0"
"79131",57472,"1"
"79141",34362,"1"
"79151",37479,"0"
"79161",18783,"0"
"79171",52638,"0"
"79181",37150,"1"
"79191",50768,"0"
"79201",21266,"1"
"79211",29732,"1"
"79221",37273,"0"
"79231",58971,"0"
"79241",641,"1"
"79251",10019,"1"
"79261",49578,"0"
"79271",30747,"1"
"79281",40966,"0"
"79291",20657,"1"
"79301",50499,"1"
"79311",14412,"1"
"79321",34890,"0"
"79331",6810,"1"
"79341",19796,"1"
"79351",38754,"0"
"79361",1404,"0"
"79371",53229,"0"
"79381",53764,"0"
"79391",7418,"0"
"79401",5351,"1"
"79411",42651,"1"
"79421",43206,"0"
"79431",52605,"1"
"79441",35403,"0"
"79451",20115,"1"
"79461",43593,"1"
"79471",50536,"0"
"79481",4953,"0"
"79491",46632,"0"
"79501",2711,"1"
"79511",18308,"0"
"79521",16377,"1"
"79531",47618,"0"
"79541",17939,"0"
"79551",8371,"0"
"79561",15521,"0"
"79571",11337,"1"
"79581",41785,"0"
"79591",58463,"1"
"79601",23620,"1"
"79611",21613,"0"
"79621",49831,"1"
"79631",15154,"1"
"79641",9736,"0"
"79651",59292,"1"
"79661",11683,"1"
"79671",32279,"0"
"79681",13107,"0"
"79691",2242,"0"
"79701",13942,"0"
"79721",39762,"1"
"79731",11597,"0"
"79741",28100,"0"
"79751",13031,"0"
"79761",53305,"1"
"79771",6528,"1"
"79791",13619,"1"
"79801",35449,"0"
"79811",19506,"1"
"79821",10961,"0"
"79831",54564,"0"
"79841",48835,"0"
"79851",44724,"0"
"79861",33622,"0"
"79871",39436,"0"
"79881",15838,"1"
"79891",2639,"0"
"79901",41928,"1"
"79911",33855,"1"
"79921",37885,"1"
"79931",20335,"1"
"79941",55701,"0"
"79951",29123,"0"
"79961",6541,"0"
"79971",8942,"1"
"79981",3460,"0"
"79991",15477,"0"
"80001",13618,"0"
"80011",55884,"1"
"80021",20607,"0"
"80031",3081,"1"
"80041",37911,"1"
"80051",27275,"1"
"80061",50062,"1"
"80071",34249,"1"
"80081",32316,"0"
"80091",11543,"1"
"80101",21986,"1"
"80111",12929,"1"
"80121",10636,"1"
"80131",37505,"0"
"80141",35074,"1"
"80151",52371,"1"
"80161",39743,"0"
"80181",22763,"0"
"80191",46451,"0"
"80201",49810,"0"
"80211",7892,"1"
"80221",58910,"0"
"80231",54845,"1"
"80241",28176,"1"
"80251",26347,"0"
"80261",13054,"1"
"80271",28560,"1"
"80281",27096,"1"
"80291",38422,"1"
"80301",41722,"1"
"80311",30422,"1"
"80321",23515,"0"
"80331",17617,"0"
"80341",606,"0"
"80351",46205,"0"
"80361",4203,"1"
"80371",11355,"1"
"80381",41545,"0"
"80391",51107,"1"
"80401",17091,"1"
"80411",53254,"0"
"80421",27131,"1"
"80431",21529,"1"
"80441",49024,"0"
"80451",32559,"0"
"80461",47940,"0"
"80471",28698,"0"
"80481",36471,"0"
"80491",57167,"0"
"80501",51220,"1"
"80511",3562,"0"
"80521",1707,"0"
"80531",3564,"0"
"80541",66,"1"
"80551",43627,"0"
"80561",58780,"1"
"80571",54918,"0"
"80581",34577,"0"
"80591",23813,"0"
"80601",18541,"0"
"80611",47645,"0"
"80621",38044,"1"
"80631",30938,"0"
"80641",23960,"0"
"80651",5758,"1"
"80661",34324,"0"
"80671",3392,"0"
"80681",49409,"1"
"80691",24729,"0"
"80701",33738,"1"
"80711",53561,"1"
"80721",16270,"0"
"80731",30998,"0"
"80741",49052,"1"
"80751",55102,"0"
"80761",11827,"0"
"80771",46764,"0"
"80781",12364,"1"
"80791",28551,"1"
"80801",12857,"1"
"80811",22273,"0"
"80821",4130,"0"
"80831",31074,"0"
"80841",20318,"1"
"80851",14823,"0"
"80861",39232,"0"
"80871",14363,"0"
"80881",54175,"1"
"80891",934,"0"
"80901",49129,"0"
"80911",38454,"0"
"80921",16011,"1"
"80931",21119,"0"
"80941",44013,"0"
"80951",171,"0"
"80961",36839,"1"
"80971",33613,"0"
"80981",49358,"0"
"80991",15800,"1"
"81011",29206,"0"
"81021",28672,"1"
"81031",14694,"0"
"81041",34447,"0"
"81051",27146,"1"
"81061",16241,"0"
"81071",8484,"1"
"81081",52844,"0"
"81101",54990,"0"
"81111",21404,"1"
"81121",12914,"1"
"81141",42595,"0"
"81151",12552,"0"
"81161",19261,"0"
"81171",53979,"1"
"81181",16954,"1"
"81191",37020,"0"
"81201",40095,"0"
"81211",12791,"1"
"81221",54557,"0"
"81241",21100,"1"
"81251",34587,"0"
"81261",33394,"0"
"81271",5156,"1"
"81281",42154,"1"
"81291",13600,"0"
"81301",1835,"0"
"81311",320,"0"
"81321",2192,"0"
"81331",4120,"0"
"81341",40676,"1"
"81351",51305,"0"
"81361",42844,"1"
"81371",59227,"0"
"81381",59154,"0"
"81391",15500,"0"
"81401",21237,"1"
"81411",19507,"1"
"81421",42823,"0"
"81431",50095,"1"
"81441",20881,"1"
"81451",30359,"1"
"81461",31414,"1"
"81471",30251,"0"
"81481",36296,"1"
"81491",1989,"0"
"81501",759,"1"
"81511",41183,"1"
"81521",50483,"1"
"81531",17938,"0"
"81541",42018,"0"
"81551",49066,"0"
"81561",27122,"0"
"81571",33692,"1"
"81581",34753,"0"
"81591",11308,"1"
"81601",336,"0"
"81611",49003,"0"
"81621",18461,"1"
"81631",42280,"0"
"81641",59325,"0"
"81651",3291,"1"
"81661",26558,"1"
"81671",53554,"0"
"81681",3459,"1"
"81691",5223,"0"
"81701",53027,"0"
"81711",11212,"1"
"81721",10519,"1"
"81731",26586,"1"
"81741",32060,"0"
"81751",51923,"0"
"81761",30953,"0"
"81771",19486,"0"
"81781",2045,"0"
"81791",43274,"0"
"81801",17971,"1"
"81811",56295,"0"
"81821",57146,"1"
"81831",15215,"0"
"81841",1969,"0"
"81851",53459,"1"
"81861",25468,"0"
"81871",54966,"0"
"81881",44728,"1"
"81891",6272,"1"
"81901",10230,"0"
"81911",38012,"1"
"81921",52013,"0"
"81931",50464,"1"
"81941",54834,"1"
"81951",43506,"0"
"81971",58376,"1"
"81981",46013,"1"
"81991",18413,"1"
"82001",12376,"0"
"82011",3204,"1"
"82021",5960,"1"
"82031",52877,"1"
"82041",7357,"0"
"82051",49430,"0"
"82061",43568,"0"
"82071",42908,"1"
"82081",17014,"0"
"82091",14294,"1"
"82101",43921,"0"
"82111",31984,"0"
"82121",45385,"1"
"82131",23432,"1"
"82141",32962,"0"
"82151",2160,"0"
"82161",17422,"1"
"82171",14862,"0"
"82181",16766,"1"
"82191",42610,"1"
"82201",42125,"0"
"82211",30389,"1"
"82221",5626,"1"
"82231",26885,"0"
"82241",36075,"1"
"82251",16514,"1"
"82261",56255,"1"
"82271",31258,"1"
"82281",25879,"1"
"82291",58926,"1"
"82301",42246,"0"
"82311",13776,"1"
"82321",23416,"0"
"82331",51308,"0"
"82341",15494,"1"
"82351",55286,"1"
"82361",1076,"0"
"82371",14080,"0"
"82381",16683,"0"
"82391",23838,"0"
"82401",59170,"0"
"82411",5242,"0"
"82421",1508,"0"
"82431",30869,"1"
"82441",55707,"0"
"82451",51164,"0"
"82461",28138,"0"
"82471",23904,"0"
"82481",32658,"1"
"82491",40900,"0"
"82501",13919,"0"
"82511",24000,"1"
"82521",19821,"1"
"82531",73,"0"
"82541",28185,"0"
"82561",43903,"1"
"82571",16476,"1"
"82581",14270,"1"
"82591",49299,"1"
"82601",15147,"0"
"82611",33587,"1"
"82621",32456,"0"
"82631",1842,"1"
"82641",42469,"0"
"82651",2632,"0"
"82661",30916,"1"
"82671",10409,"0"
"82681",58567,"1"
"82691",12329,"0"
"82701",48274,"0"
"82711",11939,"0"
"82721",16550,"1"
"82731",2462,"0"
"82741",14653,"1"
"82751",38439,"1"
"82761",41442,"0"
"82771",17691,"0"
"82781",15629,"0"
"82791",19901,"0"
"82801",10133,"0"
"82811",5679,"1"
"82821",22124,"0"
"82831",53909,"0"
"82841",56799,"0"
"82851",52097,"0"
"82861",51659,"1"
"82871",31175,"0"
"82881",23657,"0"
"82891",10672,"1"
"82901",20765,"1"
"82911",20784,"0"
"82921",56223,"0"
"82931",40133,"0"
"82941",17829,"0"
"82951",37955,"0"
"82961",33584,"0"
"82971",52758,"0"
"82981",1899,"1"
"82991",42471,"1"
"83001",52476,"0"
"83011",17805,"0"
"83021",51560,"1"
"83031",29318,"0"
"83041",13195,"1"
"83051",33975,"1"
"83061",10477,"0"
"83071",42120,"0"
"83081",25157,"0"
"83091",45884,"1"
"83101",25381,"0"
"83111",47487,"1"
"83121",55948,"1"
"83131",14226,"1"
"83141",59137,"1"
"83151",30798,"0"
"83161",31775,"0"
"83171",5217,"0"
"83181",37744,"1"
"83191",18683,"0"
"83201",41763,"1"
"83211",41588,"0"
"83221",20086,"0"
"83231",54176,"0"
"83241",22919,"0"
"83251",649,"0"
"83261",43831,"0"
"83271",5165,"0"
"83281",42247,"0"
"83291",581,"0"
"83301",4819,"1"
"83311",26071,"0"
"83321",42117,"1"
"83331",33704,"1"
"83341",53482,"1"
"83351",13109,"1"
"83361",59169,"1"
"83371",40801,"0"
"83381",32230,"1"
"83391",13462,"0"
"83401",50734,"0"
"83411",56424,"0"
"83421",47031,"0"
"83431",55200,"1"
"83441",17197,"1"
"83451",47509,"0"
"83461",33211,"0"
"83471",4060,"0"
"83481",51174,"1"
"83491",20130,"0"
"83501",21817,"0"
"83511",16075,"1"
"83521",36732,"0"
"83531",44476,"1"
"83541",30387,"0"
"83551",15912,"0"
"83561",44759,"1"
"83571",46423,"1"
"83581",34164,"0"
"83591",2654,"0"
"83601",18820,"0"
"83611",25948,"0"
"83621",34139,"1"
"83641",45237,"0"
"83651",50305,"0"
"83661",27883,"0"
"83671",31909,"0"
"83681",17869,"0"
"83691",1236,"1"
"83701",40315,"0"
"83711",50745,"1"
"83721",9402,"1"
"83731",7957,"0"
"83741",34685,"0"
"83751",41318,"1"
"83761",29478,"0"
"83771",7214,"0"
"83781",56892,"1"
"83791",56844,"1"
"83801",52075,"0"
"83811",28105,"0"
"83821",50265,"0"
"83831",58467,"0"
"83841",36435,"0"
"83851",34502,"0"
"83861",18791,"1"
"83871",34406,"1"
"83881",15559,"1"
"83891",10120,"0"
"83901",28803,"0"
"83911",38763,"1"
"83921",56800,"1"
"83931",54586,"0"
"83941",27890,"1"
"83951",335,"0"
"83961",31660,"0"
"83971",58130,"0"
"83981",19543,"1"
"83991",40201,"0"
"84001",46849,"1"
"84011",46641,"0"
"84021",27755,"0"
"84031",40923,"0"
"84041",44043,"1"
"84051",49220,"0"
"84061",27425,"1"
"84071",26971,"0"
"84081",16994,"0"
"84091",11712,"0"
"84101",52099,"1"
"84111",34208,"1"
"84121",9600,"1"
"84131",3717,"0"
"84141",50128,"0"
"84151",36539,"1"
"84161",4144,"1"
"84171",1102,"0"
"84181",40765,"0"
"84191",18633,"1"
"84201",25410,"0"
"84211",40517,"0"
"84221",43123,"1"
"84231",1044,"0"
"84241",43519,"0"
"84251",34712,"0"
"84261",16756,"1"
"84271",2068,"1"
"84281",1095,"0"
"84291",27394,"1"
"84301",23328,"1"
"84311",28899,"0"
"84321",13929,"0"
"84331",55061,"0"
"84341",53884,"0"
"84351",49537,"0"
"84361",43813,"1"
"84371",6967,"0"
"84381",34663,"1"
"84391",55364,"1"
"84401",57119,"1"
"84411",2062,"0"
"84421",45189,"1"
"84431",1312,"1"
"84441",20389,"1"
"84451",34020,"1"
"84461",54229,"1"
"84471",47328,"0"
"84481",37999,"0"
"84491",20546,"0"
"84501",45212,"0"
"84511",17400,"1"
"84521",27290,"0"
"84531",55265,"1"
"84541",13145,"1"
"84551",33924,"0"
"84561",10822,"1"
"84571",18720,"1"
"84581",42570,"0"
"84591",57242,"0"
"84601",31404,"0"
"84611",37777,"1"
"84621",44622,"1"
"84631",24011,"0"
"84641",16221,"0"
"84651",45127,"1"
"84661",27498,"0"
"84671",53837,"0"
"84681",30297,"0"
"84701",14017,"1"
"84711",59061,"1"
"84721",36952,"1"
"84731",5558,"1"
"84741",32854,"0"
"84751",50018,"1"
"84761",50352,"1"
"84771",4113,"0"
"84781",11675,"0"
"84791",28204,"0"
"84801",15996,"0"
"84811",43100,"0"
"84821",35272,"0"
"84831",20746,"0"
"84841",21043,"0"
"84851",9434,"1"
"84861",13438,"0"
"84871",55215,"1"
"84881",47874,"0"
"84891",35216,"0"
"84901",31089,"0"
"84911",16548,"0"
"84921",55715,"1"
"84931",18967,"0"
"84941",12925,"0"
"84951",56918,"0"
"84961",26879,"0"
"84971",30042,"1"
"84981",57601,"0"
"84991",28787,"0"
"85001",21403,"0"
"85011",50341,"1"
"85021",15973,"1"
"85031",47347,"0"
"85041",7807,"0"
"85051",35709,"0"
"85061",14178,"0"
"85071",12510,"1"
"85081",17570,"0"
"85091",27341,"1"
"85101",2364,"0"
"85111",37916,"0"
"85121",42340,"1"
"85131",30536,"0"
"85141",21713,"0"
"85151",46894,"0"
"85161",5957,"0"
"85171",14040,"0"
"85181",36686,"0"
"85191",35155,"1"
"85201",13534,"0"
"85211",621,"0"
"85221",32506,"0"
"85231",42020,"0"
"85241",57692,"0"
"85251",27433,"0"
"85261",32853,"0"
"85271",58886,"0"
"85281",47580,"0"
"85291",58641,"0"
"85301",37996,"1"
"85311",37018,"0"
"85321",2057,"0"
"85331",23584,"1"
"85341",58228,"1"
"85351",46203,"1"
"85361",35361,"0"
"85371",29284,"1"
"85381",8607,"0"
"85391",41321,"0"
"85401",35264,"0"
"85411",26649,"1"
"85421",27111,"0"
"85431",32382,"0"
"85441",11471,"0"
"85451",8505,"0"
"85461",12358,"0"
"85471",2684,"1"
"85481",21446,"1"
"85491",15923,"1"
"85501",16043,"0"
"85511",44318,"1"
"85521",35245,"0"
"85531",9709,"0"
"85541",5948,"0"
"85551",36035,"1"
"85561",54897,"0"
"85571",34841,"0"
"85581",17267,"0"
"85591",28875,"0"
"85601",14273,"0"
"85611",30226,"1"
"85621",22778,"0"
"85631",13769,"0"
"85641",24803,"1"
"85651",32591,"0"
"85661",26147,"0"
"85671",615,"0"
"85681",30525,"1"
"85691",56999,"0"
"85711",6524,"1"
"85721",14643,"1"
"85731",11564,"1"
"85741",24904,"0"
"85751",36947,"1"
"85761",44060,"1"
"85771",40229,"0"
"85781",34474,"0"
"85791",44932,"0"
"85801",15334,"0"
"85811",18269,"1"
"85821",50411,"0"
"85831",53218,"1"
"85841",8183,"1"
"85851",15955,"1"
"85861",49816,"1"
"85871",5774,"0"
"85881",38441,"1"
"85891",2720,"0"
"85901",48389,"1"
"85911",15987,"1"
"85921",51313,"1"
"85931",13758,"0"
"85941",54962,"0"
"85951",44573,"0"
"85961",38847,"0"
"85971",50423,"0"
"85981",26486,"0"
"85991",53038,"0"
"86001",18184,"1"
"86011",24026,"0"
"86021",37926,"0"
"86031",35222,"1"
"86041",52333,"0"
"86051",52223,"1"
"86061",44341,"1"
"86071",13730,"1"
"86081",23965,"0"
"86091",2059,"0"
"86101",11953,"0"
"86111",16256,"1"
"86121",9898,"0"
"86131",3160,"0"
"86141",41014,"1"
"86151",498,"0"
"86161",51783,"1"
"86171",28639,"0"
"86181",42511,"0"
"86191",29008,"1"
"86201",2767,"1"
"86211",21969,"1"
"86221",42709,"0"
"86231",23733,"1"
"86241",27322,"0"
"86261",24222,"0"
"86271",45291,"1"
"86281",54055,"0"
"86291",45162,"0"
"86301",14448,"0"
"86311",43954,"0"
"86321",52756,"0"
"86331",24397,"1"
"86341",52635,"1"
"86351",27943,"1"
"86361",12066,"0"
"86371",8953,"0"
"86381",9642,"0"
"86391",31501,"1"
"86401",3278,"0"
"86411",31672,"0"
"86421",497,"1"
"86431",3329,"0"
"86441",23853,"1"
"86451",9425,"0"
"86461",8676,"1"
"86471",34221,"1"
"86481",21313,"1"
"86491",24486,"1"
"86501",6862,"0"
"86511",46910,"1"
"86521",34923,"0"
"86531",41814,"0"
"86541",1881,"1"
"86561",42796,"1"
"86571",29971,"0"
"86581",21767,"0"
"86591",26974,"1"
"86601",36188,"0"
"86611",21046,"1"
"86621",1098,"1"
"86631",20416,"1"
"86641",56788,"0"
"86651",15161,"0"
"86661",549,"1"
"86671",28256,"1"
"86681",7999,"0"
"86691",43811,"0"
"86701",21627,"0"
"86711",6057,"0"
"86721",35928,"1"
"86731",17253,"0"
"86741",17559,"0"
"86751",53735,"0"
"86761",17893,"0"
"86771",49443,"0"
"86781",47752,"0"
"86791",4824,"0"
"86801",53755,"0"
"86811",4313,"1"
"86821",3324,"1"
"86831",27368,"1"
"86841",14029,"1"
"86851",11976,"1"
"86861",21665,"0"
"86871",45505,"1"
"86881",24582,"0"
"86891",16729,"0"
"86901",18292,"0"
"86911",42680,"0"
"86921",31749,"1"
"86931",48405,"0"
"86941",55763,"0"
"86951",33256,"0"
"86961",50965,"0"
"86971",18816,"0"
"86981",40168,"1"
"86991",40488,"0"
"87001",45224,"0"
"87011",23898,"1"
"87021",21210,"1"
"87041",35481,"0"
"87051",41610,"0"
"87061",51532,"1"
"87071",18284,"0"
"87081",56770,"1"
"87091",20799,"0"
"87101",39364,"1"
"87111",21265,"0"
"87121",13786,"0"
"87131",41540,"0"
"87141",37914,"0"
"87151",16045,"0"
"87161",8695,"0"
"87181",12667,"1"
"87191",11329,"1"
"87201",47521,"1"
"87211",39437,"1"
"87221",17690,"0"
"87231",45740,"1"
"87241",29731,"0"
"87251",5767,"0"
"87261",48292,"1"
"87271",4123,"1"
"87281",47464,"1"
"87291",15297,"0"
"87301",36701,"0"
"87311",29886,"0"
"87321",54136,"0"
"87331",2202,"1"
"87341",35527,"0"
"87351",3695,"1"
"87361",9539,"0"
"87371",36872,"1"
"87381",27503,"0"
"87391",58642,"1"
"87401",49959,"0"
"87411",1830,"0"
"87421",18904,"1"
"87431",11901,"1"
"87441",57457,"0"
"87451",12812,"1"
"87461",7436,"0"
"87471",27364,"0"
"87481",55867,"0"
"87491",56875,"1"
"87501",43650,"1"
"87511",44846,"1"
"87521",21141,"1"
"87531",40439,"0"
"87541",59171,"1"
"87551",54101,"0"
"87561",21681,"1"
"87571",49598,"1"
"87581",12174,"1"
"87591",48998,"1"
"87601",7431,"0"
"87611",19383,"0"
"87631",22742,"1"
"87641",58737,"0"
"87651",50991,"0"
"87661",21190,"1"
"87671",4631,"0"
"87681",29894,"0"
"87691",33416,"0"
"87701",21742,"1"
"87711",55621,"0"
"87721",28147,"1"
"87731",10129,"0"
"87741",36997,"0"
